2024-06-15 09:48:11,486 INFO    StreamThr :20800 [internal.py:wandb_internal():85] W&B internal server running at pid: 20800, started at: 2024-06-15 09:48:11.485352
2024-06-15 09:48:11,487 DEBUG   HandlerThread:20800 [handler.py:handle_request():158] handle_request: status
2024-06-15 09:48:11,491 INFO    WriterThread:20800 [datastore.py:open_for_write():87] open: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240615_094811-edt4ks34\run-edt4ks34.wandb
2024-06-15 09:48:11,492 DEBUG   SenderThread:20800 [sender.py:send():379] send: header
2024-06-15 09:48:11,668 DEBUG   SenderThread:20800 [sender.py:send():379] send: run
2024-06-15 09:48:12,194 INFO    SenderThread:20800 [dir_watcher.py:__init__():211] watching files in: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240615_094811-edt4ks34\files
2024-06-15 09:48:12,194 INFO    SenderThread:20800 [sender.py:_start_run_threads():1188] run started: edt4ks34 with start time 1718459291.487352
2024-06-15 09:48:12,202 DEBUG   HandlerThread:20800 [handler.py:handle_request():158] handle_request: check_version
2024-06-15 09:48:12,203 DEBUG   SenderThread:20800 [sender.py:send_request():406] send_request: check_version
2024-06-15 09:48:12,603 DEBUG   HandlerThread:20800 [handler.py:handle_request():158] handle_request: run_start
2024-06-15 09:48:12,636 DEBUG   HandlerThread:20800 [system_info.py:__init__():26] System info init
2024-06-15 09:48:12,636 DEBUG   HandlerThread:20800 [system_info.py:__init__():41] System info init done
2024-06-15 09:48:12,636 INFO    HandlerThread:20800 [system_monitor.py:start():194] Starting system monitor
2024-06-15 09:48:12,636 INFO    SystemMonitor:20800 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-15 09:48:12,636 INFO    HandlerThread:20800 [system_monitor.py:probe():214] Collecting system info
2024-06-15 09:48:12,641 INFO    SystemMonitor:20800 [interfaces.py:start():188] Started cpu monitoring
2024-06-15 09:48:12,642 INFO    SystemMonitor:20800 [interfaces.py:start():188] Started disk monitoring
2024-06-15 09:48:12,642 INFO    SystemMonitor:20800 [interfaces.py:start():188] Started gpu monitoring
2024-06-15 09:48:12,651 INFO    SystemMonitor:20800 [interfaces.py:start():188] Started memory monitoring
2024-06-15 09:48:12,664 INFO    SystemMonitor:20800 [interfaces.py:start():188] Started network monitoring
2024-06-15 09:48:12,668 DEBUG   HandlerThread:20800 [system_info.py:probe():152] Probing system
2024-06-15 09:48:12,670 DEBUG   HandlerThread:20800 [system_info.py:_probe_git():137] Probing git
2024-06-15 09:48:12,768 DEBUG   HandlerThread:20800 [system_info.py:_probe_git():145] Probing git done
2024-06-15 09:48:12,768 DEBUG   HandlerThread:20800 [system_info.py:probe():200] Probing system done
2024-06-15 09:48:12,768 DEBUG   HandlerThread:20800 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.2', 'heartbeatAt': '2024-06-15T13:48:12.668440', 'startedAt': '2024-06-15T13:48:11.478355', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'B:\\GitHub\\ultralytics\\ultralytics\\ultralytics\\MRE.py', 'codePathLocal': 'MRE.py', 'codePath': 'ultralytics\\MRE.py', 'git': {'remote': 'https://github.com/Logan-Cole-Luna/ultralytics.git', 'commit': '6b65e357ddc04cd00d57f90682df6d77fe13d0b3'}, 'email': 'LoganLambeth8@gmail.com', 'root': 'B:/GitHub/ultralytics/ultralytics', 'host': 'DESKTOP-JA3B0L7', 'username': 'Logan', 'executable': 'C:\\Users\\Logan\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3593.0, 'min': 0.0, 'max': 3593.0}, 'cpu_freq_per_core': [{'current': 3593.0, 'min': 0.0, 'max': 3593.0}], 'disk': {'/': {'total': 476.93847274780273, 'used': 381.0462188720703}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 63.94804763793945}}
2024-06-15 09:48:12,768 INFO    HandlerThread:20800 [system_monitor.py:probe():224] Finished collecting system info
2024-06-15 09:48:12,768 INFO    HandlerThread:20800 [system_monitor.py:probe():227] Publishing system info
2024-06-15 09:48:12,769 INFO    HandlerThread:20800 [system_monitor.py:probe():229] Finished publishing system info
2024-06-15 09:48:12,777 DEBUG   SenderThread:20800 [sender.py:send():379] send: files
2024-06-15 09:48:12,777 INFO    SenderThread:20800 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-15 09:48:12,877 DEBUG   HandlerThread:20800 [handler.py:handle_request():158] handle_request: python_packages
2024-06-15 09:48:12,877 DEBUG   SenderThread:20800 [sender.py:send_request():406] send_request: python_packages
2024-06-15 09:48:12,877 DEBUG   HandlerThread:20800 [handler.py:handle_request():158] handle_request: stop_status
2024-06-15 09:48:12,878 DEBUG   SenderThread:20800 [sender.py:send_request():406] send_request: stop_status
2024-06-15 09:48:12,878 DEBUG   HandlerThread:20800 [handler.py:handle_request():158] handle_request: internal_messages
