2024-06-14 22:27:51,896 INFO    StreamThr :6256 [internal.py:wandb_internal():85] W&B internal server running at pid: 6256, started at: 2024-06-14 22:27:51.896055
2024-06-14 22:27:51,897 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: status
2024-06-14 22:27:51,900 INFO    WriterThread:6256 [datastore.py:open_for_write():87] open: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222751-tu819s1z\run-tu819s1z.wandb
2024-06-14 22:27:51,901 DEBUG   SenderThread:6256 [sender.py:send():379] send: header
2024-06-14 22:27:52,066 DEBUG   SenderThread:6256 [sender.py:send():379] send: run
2024-06-14 22:27:52,776 INFO    SenderThread:6256 [dir_watcher.py:__init__():211] watching files in: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222751-tu819s1z\files
2024-06-14 22:27:52,776 INFO    SenderThread:6256 [sender.py:_start_run_threads():1188] run started: tu819s1z with start time 1718418471.897053
2024-06-14 22:27:52,786 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: check_version
2024-06-14 22:27:52,786 DEBUG   SenderThread:6256 [sender.py:send_request():406] send_request: check_version
2024-06-14 22:27:53,269 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: run_start
2024-06-14 22:27:53,293 DEBUG   HandlerThread:6256 [system_info.py:__init__():26] System info init
2024-06-14 22:27:53,293 DEBUG   HandlerThread:6256 [system_info.py:__init__():41] System info init done
2024-06-14 22:27:53,293 INFO    HandlerThread:6256 [system_monitor.py:start():194] Starting system monitor
2024-06-14 22:27:53,293 INFO    SystemMonitor:6256 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-14 22:27:53,294 INFO    HandlerThread:6256 [system_monitor.py:probe():214] Collecting system info
2024-06-14 22:27:53,298 INFO    SystemMonitor:6256 [interfaces.py:start():188] Started cpu monitoring
2024-06-14 22:27:53,298 INFO    SystemMonitor:6256 [interfaces.py:start():188] Started disk monitoring
2024-06-14 22:27:53,299 INFO    SystemMonitor:6256 [interfaces.py:start():188] Started gpu monitoring
2024-06-14 22:27:53,306 INFO    SystemMonitor:6256 [interfaces.py:start():188] Started memory monitoring
2024-06-14 22:27:53,318 INFO    SystemMonitor:6256 [interfaces.py:start():188] Started network monitoring
2024-06-14 22:27:53,322 DEBUG   HandlerThread:6256 [system_info.py:probe():152] Probing system
2024-06-14 22:27:53,324 DEBUG   HandlerThread:6256 [system_info.py:_probe_git():137] Probing git
2024-06-14 22:27:53,409 DEBUG   HandlerThread:6256 [system_info.py:_probe_git():145] Probing git done
2024-06-14 22:27:53,410 DEBUG   HandlerThread:6256 [system_info.py:probe():200] Probing system done
2024-06-14 22:27:53,410 DEBUG   HandlerThread:6256 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.2', 'heartbeatAt': '2024-06-15T02:27:53.322668', 'startedAt': '2024-06-15T02:27:51.888998', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'B:\\GitHub\\ultralytics\\ultralytics\\ultralytics\\MRE.py', 'codePathLocal': 'MRE.py', 'codePath': 'ultralytics\\MRE.py', 'git': {'remote': 'https://github.com/Logan-Cole-Luna/ultralytics.git', 'commit': '6b65e357ddc04cd00d57f90682df6d77fe13d0b3'}, 'email': 'LoganLambeth8@gmail.com', 'root': 'B:/GitHub/ultralytics/ultralytics', 'host': 'DESKTOP-JA3B0L7', 'username': 'Logan', 'executable': 'C:\\Users\\Logan\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3593.0, 'min': 0.0, 'max': 3593.0}, 'cpu_freq_per_core': [{'current': 3593.0, 'min': 0.0, 'max': 3593.0}], 'disk': {'/': {'total': 476.93847274780273, 'used': 381.01914978027344}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 63.94804763793945}}
2024-06-14 22:27:53,410 INFO    HandlerThread:6256 [system_monitor.py:probe():224] Finished collecting system info
2024-06-14 22:27:53,410 INFO    HandlerThread:6256 [system_monitor.py:probe():227] Publishing system info
2024-06-14 22:27:53,411 INFO    HandlerThread:6256 [system_monitor.py:probe():229] Finished publishing system info
2024-06-14 22:27:53,416 DEBUG   SenderThread:6256 [sender.py:send():379] send: files
2024-06-14 22:27:53,416 INFO    SenderThread:6256 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-14 22:27:53,511 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: python_packages
2024-06-14 22:27:53,511 DEBUG   SenderThread:6256 [sender.py:send_request():406] send_request: python_packages
2024-06-14 22:27:53,512 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: stop_status
2024-06-14 22:27:53,512 DEBUG   SenderThread:6256 [sender.py:send_request():406] send_request: stop_status
2024-06-14 22:27:53,513 DEBUG   HandlerThread:6256 [handler.py:handle_request():158] handle_request: internal_messages
2024-06-14 22:27:53,778 INFO    Thread-16 :6256 [dir_watcher.py:_on_file_created():271] file/dir created: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222751-tu819s1z\files\requirements.txt
2024-06-14 22:27:53,779 INFO    Thread-16 :6256 [dir_watcher.py:_on_file_created():271] file/dir created: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222751-tu819s1z\files\wandb-metadata.json
2024-06-14 22:27:54,100 DEBUG   SenderThread:6256 [sender.py:send():379] send: telemetry
