2024-06-14 22:26:56,049 INFO    StreamThr :9296 [internal.py:wandb_internal():85] W&B internal server running at pid: 9296, started at: 2024-06-14 22:26:56.048341
2024-06-14 22:26:56,050 DEBUG   HandlerThread:9296 [handler.py:handle_request():158] handle_request: status
2024-06-14 22:26:56,053 INFO    WriterThread:9296 [datastore.py:open_for_write():87] open: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222656-d3b1li5g\run-d3b1li5g.wandb
2024-06-14 22:26:56,054 DEBUG   SenderThread:9296 [sender.py:send():379] send: header
2024-06-14 22:26:56,222 DEBUG   SenderThread:9296 [sender.py:send():379] send: run
2024-06-14 22:26:56,706 INFO    SenderThread:9296 [dir_watcher.py:__init__():211] watching files in: B:\GitHub\ultralytics\ultralytics\ultralytics\wandb\run-20240614_222656-d3b1li5g\files
2024-06-14 22:26:56,706 INFO    SenderThread:9296 [sender.py:_start_run_threads():1188] run started: d3b1li5g with start time 1718418416.04934
2024-06-14 22:26:56,715 DEBUG   HandlerThread:9296 [handler.py:handle_request():158] handle_request: check_version
2024-06-14 22:26:56,716 DEBUG   SenderThread:9296 [sender.py:send_request():406] send_request: check_version
2024-06-14 22:26:57,102 DEBUG   HandlerThread:9296 [handler.py:handle_request():158] handle_request: run_start
2024-06-14 22:26:57,126 DEBUG   HandlerThread:9296 [system_info.py:__init__():26] System info init
2024-06-14 22:26:57,126 DEBUG   HandlerThread:9296 [system_info.py:__init__():41] System info init done
2024-06-14 22:26:57,126 INFO    HandlerThread:9296 [system_monitor.py:start():194] Starting system monitor
2024-06-14 22:26:57,126 INFO    SystemMonitor:9296 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-14 22:26:57,126 INFO    HandlerThread:9296 [system_monitor.py:probe():214] Collecting system info
2024-06-14 22:26:57,130 INFO    SystemMonitor:9296 [interfaces.py:start():188] Started cpu monitoring
2024-06-14 22:26:57,131 INFO    SystemMonitor:9296 [interfaces.py:start():188] Started disk monitoring
2024-06-14 22:26:57,131 INFO    SystemMonitor:9296 [interfaces.py:start():188] Started gpu monitoring
2024-06-14 22:26:57,138 INFO    SystemMonitor:9296 [interfaces.py:start():188] Started memory monitoring
2024-06-14 22:26:57,150 INFO    SystemMonitor:9296 [interfaces.py:start():188] Started network monitoring
2024-06-14 22:26:57,153 DEBUG   HandlerThread:9296 [system_info.py:probe():152] Probing system
